num_iters,num_found_examples,duration
1,1,0.025788068771362305
10,7,0.08107304573059082
100,59,0.6398847103118896
1000,632,5.7255566120147705
5000,3211,29.29228973388672
10000,6410,58.98956346511841
50000,32223,293.3922162055969
